SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
Obs#,Time,Date,configName,configAuthor,remark,,,,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
,HHMMSS,YYYYMMDD,,,,,,,mol+1m-2s-1,mol+1m-2s-1,mol+1m-2s-1,mmol+1m-2s-1,kPa,kPa,kPa,kPa,mmol+1mol-1,mmol+1mol-1,mmol+1mol-1,cm+2,mm,,,,,,,,,,umol+1m-2s-1,,%,%,C,C,C,kPa,umol+1sec-1,umol+1sec-1,%,umol+1m-2s-1,V,HHMMSS,YYYYMMDD,%,,,,,,,,,umol+1sec-1,(umol+1m-2s-1)s-1,s,,,,,,,,,,umol+1m-2s-1,Hz,s-1,s,ms,ms,ms,,%,,,,,V,V,V,V,V,V,V,V,V,A,,,,,,,,,,,,,,,,,
1,22:05:06,2025-09-29,FB_Fl_Dark_8k,Fern,,,,,-0.099827,2.916657,-0.103364,-1.185690,1.322831,1.353521,2.365805,1.042974,14.590505,14.259677,25.502586,0.441786,7.500000,PSF-01031_20250929220506_afc,97.244385,499.929779,0.805484,0.000000,0.000000,0.000000,0.5,0.80,0.249154,1.000000,47.72,48.83,22.72,20.13,20.13,92.77,156.1,-8.5,105.5,1,3.885,22:04:50,2025-09-29,-0.40,1,-0.008,-0.015,-0.026,-0.152,0.349,0.091,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.481878,2.447132,1.664733,0.585819,0.298759,-0.028198,0.113662,0.107462,97.244385,0.000219,2.401301,0.000013,1.000000,2.369464,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20250929220506_afc,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
2,22:05:46,2025-09-29,FB_Fl_Dark_8k,Fern,,,,,0.025302,2.916588,0.025085,0.182587,1.393897,1.389175,2.056574,0.662677,14.974879,15.025787,22.169245,0.441786,7.500000,PSF-01031_20250929220546_38a,107.077003,508.734222,0.789523,0.000000,0.000000,0.000000,0.5,0.80,1.414011,1.000000,50.30,50.13,22.71,17.89,17.89,92.77,156.1,-11.5,107.3,4,3.883,22:04:50,2025-09-29,-0.40,1,-0.004,-0.056,0.001,-0.098,-0.313,0.128,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.483734,2.450681,1.664660,0.580577,0.298838,-0.052743,0.118745,0.110878,107.077003,0.000220,2.401301,0.000013,1.000000,2.369464,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20250929220546_38a,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
3,22:06:36,2025-09-29,FB_Fl_Dark_8k,Fern,,,,,-0.109855,2.914632,-0.114158,-1.628409,1.302043,1.344267,2.597460,1.295417,14.491379,14.036199,28.000957,0.441786,7.500000,PSF-01031_20250929220636_500,146.444321,494.237061,0.703696,0.000000,0.000000,0.000000,0.5,0.80,1.188803,1.000000,47.00,48.52,22.71,21.65,21.65,92.76,155.8,-2.4,101.5,4,3.882,22:04:50,2025-09-29,-0.40,1,-0.001,-0.004,-0.006,0.274,0.042,0.119,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.481449,2.446141,1.662606,0.596930,0.298885,-0.011086,0.125199,0.110644,146.444321,0.000221,2.401301,0.000013,1.000000,2.369464,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20250929220636_500,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
4,22:07:24,2025-09-29,FB_Fl_Dark_8k,Fern,,,,,-0.041575,2.917065,-0.042176,-0.537657,1.326288,1.340200,2.484564,1.158275,14.447294,14.297333,26.783491,0.441786,7.500000,PSF-01031_20250929220724_f18,117.717148,469.259979,0.749143,0.000000,0.000000,0.000000,0.5,0.80,1.174826,1.000000,47.91,48.41,22.70,20.93,20.93,92.76,156.1,-12.5,108.0,4,3.881,22:04:50,2025-09-29,-0.40,1,0.017,-0.007,-0.006,0.334,0.104,0.489,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.481291,2.447397,1.665162,0.578658,0.299026,-0.019095,0.131232,0.110365,117.717148,0.000222,2.401301,0.000013,1.000000,2.369464,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20250929220724_f18,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
5,22:07:54,2025-09-29,FB_Fl_Dark_8k,Fern,,,,,-0.051623,2.914619,-0.052554,-0.638887,1.341876,1.358434,2.446457,1.104581,14.645435,14.466927,26.375542,0.441786,7.500000,PSF-01031_20250929220754_1e2,108.371262,541.864502,0.800003,0.000000,0.000000,0.000000,0.5,0.80,1.238081,1.000000,48.48,49.08,22.69,20.67,20.67,92.75,155.8,-8.1,105.2,4,3.880,22:04:50,2025-09-29,-0.40,1,0.006,-0.001,0.000,0.178,0.105,0.343,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.482242,2.448185,1.662593,0.586691,0.299062,-0.021868,0.134956,0.110317,108.371262,0.000219,2.401301,0.000013,1.000000,2.369464,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20250929220754_1e2,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
6,22:08:44,2025-09-29,FB_Fl_Dark_8k,Fern,,,,,-0.023371,2.916632,-0.023560,-0.336445,1.342216,1.350922,2.638522,1.296306,14.562572,14.468717,28.442537,0.441786,7.500000,PSF-01031_20250929220844_138,130.426163,442.279114,0.705104,0.000000,0.000000,0.000000,0.5,0.80,0.407317,1.000000,48.48,48.80,22.70,21.91,21.91,92.77,156.1,-11.2,107.2,1,3.879,22:04:50,2025-09-29,-0.40,1,0.009,0.015,0.049,-0.177,0.059,-0.363,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.481839,2.448185,1.664706,0.580969,0.299015,-0.008062,0.141223,0.108081,130.426163,0.000222,2.401301,0.000013,1.000000,2.369464,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20250929220844_138,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
7,22:09:09,2025-09-29,FB_Fl_Dark_8k,Fern,,,,,-0.034679,2.916214,-0.035097,-0.442772,1.348473,1.359934,2.494511,1.146037,14.660345,14.536797,26.891296,0.441786,7.500000,PSF-01031_20250929220909_d63,99.243164,503.667725,0.802959,0.000000,0.000000,0.000000,0.5,0.80,1.066792,1.000000,48.69,49.10,22.70,20.99,20.99,92.76,156.0,-12.0,107.7,3,3.878,22:04:50,2025-09-29,-0.40,1,-0.019,-0.029,0.020,0.275,-0.003,0.011,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.482277,2.448473,1.664266,0.579669,0.298949,-0.018440,0.144313,0.109812,99.243164,0.000218,2.401301,0.000013,1.000000,2.369464,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20250929220909_d63,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
8,22:09:48,2025-09-29,FB_Fl_Dark_8k,Fern,,,,,-0.111714,2.916774,-0.116163,-1.535627,1.292833,1.332588,2.494116,1.201284,14.365247,13.936680,26.886467,0.441786,7.500000,PSF-01031_20250929220948_428,112.787964,490.192291,0.769911,0.000000,0.000000,0.000000,0.5,0.80,0.289025,1.000000,46.66,48.09,22.71,20.99,20.99,92.76,156.1,-5.3,103.4,1,3.877,22:04:50,2025-09-29,-0.40,1,-0.003,-0.004,0.006,0.054,0.008,0.033,0,150,-9999.000,-9999.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,1,rectangular,8000,5,-9999.000000,-9999.000000,55537,55537,55537,0.000000,-9999,0.000000,0.000000,0.000000,0.000000,2.480837,2.445670,1.664856,0.591683,0.298854,-0.018561,0.149081,0.107615,112.787964,0.000221,2.401301,0.000013,1.000000,2.369464,0.000011,1.000000,0.601157,0.601293,0.106749,0.000000,PSF-01031_20250929220948_428,PFA-00872,PSA-00872,PSF-01031,RHS-0785,3.0.0,2025-07-31T17:03:34.552Z
